cat,file,gate,old_colors,new_colors,old_frag,new_frag,old_frag2,new_frag2,old_dark,new_dark,ol_old,ol_new,colout_old,colout_new,de_old,de_new,de_new_adj,de_delta,lum_dev_old,lum_dev_new,verdict,v12_colors,v12_frag,v12_frag2,v12_dark,ol_v12,colout_v12,de_v12,nfeat12,verdict12
random,rand_007.jpg,0,29,38,351,421,9,10,1368,1247,3,0,101,149,10.343,12.944,12.944,2.601,-1.43,0.08,equal,38,382,10,1247,0,148,12.974,54,equal
random,rand_008.jpg,1,32,30,71,126,0,2,1710,1658,0,0,20,69,10.23,14.309,11.41,4.08,1.49,6.9,equal,30,118,2,1658,0,69,14.315,8,equal
random,rand_009.jpg,0,25,26,276,304,1,4,1766,1785,8,0,0,14,3.742,4.834,4.834,1.092,0.08,0.98,better,24,225,4,1785,0,14,4.871,84,better
random,rand_010.jpg,1,30,44,478,538,33,23,2375,1913,11,0,11,227,8.656,19.903,15.245,11.248,0.85,9.54,better,44,489,23,1911,0,224,19.82,104,better
random,rand_011.jpg,0,33,52,787,788,12,27,701,958,62,0,5,90,5.88,11.683,11.683,5.803,0.56,1.08,better,50,682,27,958,0,88,11.735,257,better
random,rand_012.jpg,1,20,17,416,429,12,5,2637,1165,18,0,620,151,13.865,26.184,16.789,12.319,0.12,15.1,better,17,407,5,1165,0,146,26.189,31,better
random,rand_013.jpg,0,9,14,51,118,0,0,0,1,0,0,3,10,4.718,6.758,6.758,2.04,-0.75,4.12,equal,14,82,0,1,0,8,6.763,32,equal
random,rand_014.jpg,1,21,33,212,373,0,0,1653,1678,25,0,1,373,7.203,15.488,11.416,8.285,0.16,8.47,better,33,296,0,1678,0,369,15.519,121,better
random,rand_015.jpg,0,28,41,1100,1327,5,6,350,449,44,0,12,206,7.487,12.826,12.826,5.339,0.57,2.06,better,41,1172,6,449,0,201,12.94,202,better
random,rand_016.jpg,1,9,15,168,237,7,22,3348,3279,5,0,0,0,17.537,26.698,17.923,9.161,8.37,14.67,equal,15,196,22,3279,0,0,26.699,38,equal
random,rand_017.jpg,1,25,27,622,383,5,13,2366,2313,17,0,0,255,7.039,12.122,8.614,5.083,-0.24,7.13,better,24,337,13,2313,0,254,12.162,81,better
random,rand_018.jpg,0,10,8,380,238,13,17,473,615,16,0,0,0,4.419,7.659,7.659,3.239,-0.13,3.96,better,8,212,17,615,0,0,7.7,53,better
random,rand_019.jpg,0,14,24,255,372,8,32,807,1128,54,0,0,334,6.875,13.114,13.114,6.239,-0.73,1.32,better,22,323,32,1128,0,335,13.14,104,better
random,rand_020.jpg,0,11,13,216,290,2,4,1193,1160,0,0,0,66,6.703,9.937,9.937,3.235,0.17,2.43,equal,13,228,4,1160,0,66,9.929,57,equal
random,rand_021.jpg,1,43,51,89,115,2,0,825,710,20,0,0,105,8.522,10.968,9.31,2.446,2.65,5.03,better,48,100,0,710,0,104,10.971,22,better
random,rand_022.jpg,0,24,34,153,134,0,0,788,806,6,0,0,91,9.161,16.181,16.181,7.02,1.08,3.07,better,32,115,0,805,0,89,16.185,39,better
random,rand_023.jpg,0,6,6,174,135,17,28,2927,3018,3,0,0,0,2.962,4.625,4.625,1.663,0.66,2.24,equal,6,130,28,3018,0,0,4.623,25,equal
random,rand_024.jpg,0,14,24,312,487,11,37,1037,1105,4,0,10,28,6.29,8.609,8.609,2.319,0.2,2.14,equal,24,414,37,1105,0,28,8.621,95,equal
random,rand_025.jpg,1,22,26,463,267,35,30,2151,2171,15,0,4,16,12.411,17.029,12.069,4.618,1.95,3.04,better,25,253,30,2169,0,13,16.953,84,better
random,rand_026.jpg,0,9,8,836,472,53,120,1759,2281,7,0,0,0,4.114,7.762,7.762,3.648,-0.15,-0.64,better,8,448,120,2281,0,0,7.774,121,better
random,rand_027.jpg,0,19,20,268,294,10,10,1190,1161,5,0,0,0,12.177,15.383,15.383,3.205,-0.14,2.59,equal,20,273,10,1160,0,0,15.398,20,equal
random,rand_028.jpg,1,18,49,378,539,10,6,2074,1740,3,0,72,137,10.552,23.565,17.495,13.012,1.12,12.33,equal,49,456,6,1738,0,144,23.515,120,equal
random,rand_029.jpg,1,12,23,110,153,0,0,1630,1535,6,0,0,716,5.479,17.112,9.967,11.632,0.43,14.85,better,23,134,0,1535,0,716,17.142,27,better
random,rand_030.jpg,1,12,24,87,190,12,19,3113,2496,0,0,0,52,12.44,24.617,18.626,12.177,1.01,11.24,equal,24,166,19,2496,0,52,24.63,19,equal
random,rand_031.jpg,0,28,32,682,849,23,22,934,964,9,0,74,12,11.833,16.093,16.093,4.26,0.74,2.49,better,33,792,22,964,0,13,16.079,101,better
random,rand_032.jpg,0,15,22,647,532,16,19,1191,1338,19,0,78,376,5.527,9.313,9.313,3.786,0.46,2.01,better,22,453,19,1338,0,374,9.388,125,better
random,rand_033.jpg,1,15,22,341,512,36,48,2735,2608,0,0,0,96,5.463,11.73,10.231,6.267,0.22,5.23,equal,22,450,48,2608,0,95,11.725,101,equal
random,rand_034.jpg,0,10,17,118,296,1,4,945,985,2,0,1,899,6.134,9.946,9.946,3.812,-0.48,4.73,equal,18,269,4,985,0,887,9.956,37,equal
random,rand_035.jpg,1,28,37,362,355,6,16,1477,1341,11,0,28,99,10.368,18.29,13.204,7.922,1.57,11.6,better,36,331,16,1341,0,99,18.277,54,better
random,rand_036.jpg,0,20,29,627,800,4,31,669,894,9,0,10,200,7.406,10.836,10.836,3.43,-0.27,1.5,better,28,693,31,894,0,210,10.896,250,better
random,rand_038.jpg,1,17,19,122,193,2,3,2022,1973,0,0,149,85,7.793,10.242,8.7,2.449,-0.04,4.01,equal,19,179,3,1973,0,85,10.249,19,equal
random,rand_039.jpg,1,29,35,824,545,24,21,1571,1520,36,0,34,33,7.63,13.445,12.249,5.815,0.76,3.69,better,34,476,21,1520,0,30,13.461,145,better
random,rand_040.jpg,1,33,56,962,981,36,63,2261,2057,67,0,5,54,9.575,24.338,19.899,14.763,0.7,8.43,better,56,932,63,2056,0,53,24.15,230,better
random,rand_041.jpg,1,30,40,267,321,9,31,2838,2467,30,0,29,27,13.592,25.086,19.137,11.494,0.51,9.05,better,40,301,32,2465,0,27,25.038,42,better
random,rand_042.jpg,0,23,28,300,433,18,33,1199,1128,0,0,0,206,9.377,14.41,14.41,5.033,-0.23,1.9,equal,27,404,33,1128,0,206,14.422,34,equal
random,rand_043.jpg,1,30,43,1371,1402,94,151,2336,2221,17,0,2,34,6.924,19.85,19.377,12.927,-0.36,4.53,better,43,1298,151,2221,0,17,19.998,435,better
random,rand_044.jpg,1,23,41,453,410,15,18,2857,2640,7,0,7,417,6.865,16.708,13.639,9.844,0.33,9.17,better,39,369,18,2640,0,417,16.702,85,better
random,rand_047.jpg,0,12,18,237,173,3,4,681,749,26,0,13,383,7.01,10.361,10.361,3.351,-2.35,2.66,better,17,159,4,749,0,381,10.377,34,better
random,rand_048.jpg,1,50,43,633,377,40,53,2720,2731,51,0,5,104,6.566,11.751,11.9,5.185,2.71,5.73,better,40,355,49,2715,0,91,11.525,185,better
random,rand_049.jpg,0,7,6,375,215,9,47,1126,1400,3,0,0,0,4.32,6.279,6.279,1.959,0.57,1.76,equal,6,198,47,1400,0,0,6.278,53,equal
random,rand_050.jpg,0,11,20,133,146,4,11,890,953,0,0,7,73,4.332,5.926,5.926,1.594,0.29,2.0,equal,19,116,11,953,0,73,5.93,31,equal
random,rand_051.jpg,0,19,33,144,195,1,4,517,540,2,0,102,354,8.489,11.862,11.862,3.373,1.37,3.91,equal,31,177,4,540,0,353,11.862,24,equal
random,rand_052.jpg,1,26,31,395,482,5,18,670,532,1,0,146,49,9.027,11.991,11.468,2.964,0.33,4.53,equal,31,422,18,532,0,49,11.995,77,equal
random,rand_053.jpg,1,22,33,432,518,15,18,2003,1106,1,0,0,137,9.239,21.445,13.995,12.206,-0.5,11.73,equal,32,489,18,1106,0,135,21.447,51,equal
